utterance	output
我想听阿里郎的隔壁泰山	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 阿里郎]的[SL:SONG_NAME 隔壁泰山]]
因为爱情。	[IN:PLAYMUSIC [SL:SONG_NAME 因为爱情]。]
爱河	[IN:PLAYMUSIC [SL:SONG_NAME 爱河]]
来首夜之光	[IN:PLAYMUSIC 来首[SL:SONG_NAME 夜之光]]
想听林俊杰的歌	[IN:PLAYMUSIC 想听[SL:SINGER_NAME 林俊杰]的歌]
来一首李白	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 李白]]
我想听后弦的下完这场雨	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 后弦]的[SL:SONG_NAME 下完这场雨]]
请播放生僻字	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 生僻字]]
是不要忘记我爱你的歌。	[IN:PLAYMUSIC 是[SL:SONG_NAME 不要忘记我爱你]的歌。]
唱首孙燕姿的歌给我听	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 孙燕姿]的歌给我听]
播放小红帽君共	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小红帽]君共]
播放宣泄时应该听的歌	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 宣泄]时应该听的歌]
播放小苹果儿。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小苹果]儿。]
月亮姐姐拍手歌	[IN:PLAYMUSIC [SL:SINGER_NAME 月亮姐姐][SL:SONG_NAME 拍手歌]]
小欧，给我唱一首，她说她没喝醉。	[IN:PLAYMUSIC 小欧，给我唱一首，[SL:SONG_NAME 她说她没喝醉]。]
我要听葫芦娃的故事	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 葫芦娃]的故事]
咏梅王华。	[IN:CHAT [SL:SONG_NAME 咏梅][SL:SINGER_NAME 王华]。]
播放你最炫民族风。	[IN:PLAYMUSIC 播放你[SL:SONG_NAME 最炫民族风]。]
播放林宥嘉的歌	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林宥嘉]的歌]
今天天气多少度	[IN:GETWEATHER [SL:DATE 今天]天气多少度]
我要听神经病这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 神经病]这首歌。]
播放唐诗咏鹅	[IN:PLAYPOEM 播放[SL:POEM_TAG 唐诗][SL:POEM_NAME 咏鹅]]
最美的情缘	[IN:PLAYMUSIC [SL:SONG_NAME 最美的情缘]]
播放贝多芬音乐	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 贝多芬]音乐]
放disco	[IN:PLAYMUSIC 放[SL:SONG_TYPE disco]]
播放和你在一起	[IN:PLAYMUSIC 播放[SL:SONG_NAME 和你在一起]]
王大毛的去年夏天	[IN:PLAYMUSIC [SL:SINGER_NAME 王大毛]的[SL:SONG_NAME 去年夏天]]
给我播放刘德华的歌	[IN:PLAYMUSIC 给我播放[SL:SINGER_NAME 刘德华]的歌]
给我唱一个忘情水的歌。	[IN:PLAYMUSIC 给我唱一个[SL:SONG_NAME 忘情水]的歌。]
播放霄旭讲故事的《鬼跟我回家》	[IN:PLAYFMSTORY 播放[SL:STORY_TAG 霄旭]讲故事的《[SL:STORY_NAME 鬼跟我回家]》]
听小幸运。	[IN:PLAYMUSIC 听[SL:SONG_NAME 小幸运]。]
明朝那些事儿	[IN:PLAYFMFICTION [SL:FICTION_NAME 明朝那些事儿]]
行不行帮我播放青春修炼手册。	[IN:PLAYMUSIC 行不行帮我播放[SL:SONG_NAME 青春修炼手册]。]
明天六点钟叫我起床	[IN:REMIND [SL:DATE 明天六点钟]叫我[SL:EVENT 起床]]
你会唱徐佳莹的歌吗	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 徐佳莹]的歌吗]
我想听歌小苹果。	[IN:PLAYMUSIC 我想听歌[SL:SONG_NAME 小苹果]。]
你给我唱一首鲁冰花。	[IN:PLAYMUSIC 你给我唱一首[SL:SONG_NAME 鲁冰花]。]
播放琵琶	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 琵琶]]
唱首数鸭子。	[IN:PLAYMUSIC 唱首[SL:SONG_NAME 数鸭子]。]
我想听梁静茹的宁夏	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 梁静茹]的[SL:SONG_NAME 宁夏]]
开心宝贝唱一首熊出没。	[IN:PLAYMUSIC 开心宝贝唱一首[SL:ALBUM_NAME 熊出没]。]
你知道faded这歌吗	[IN:PLAYMUSIC 你知道[SL:SONG_NAME faded]这歌吗]
播放葫芦娃的故事	[IN:PLAYFMSTORY 播放[SL:STORY_NAME 葫芦娃]的故事]
数鸭子。	[IN:PLAYMUSIC [SL:SONG_NAME 数鸭子]。]
播放小心。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小心]。]
我想听小半	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小半]]
想听海阔天空	[IN:PLAYMUSIC 想听[SL:SONG_NAME 海阔天空]]
唱一首涛声依旧。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 涛声依旧]。]
我要听琵琶行	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 琵琶行]]
屋顶	[IN:PLAYMUSIC [SL:SONG_NAME 屋顶]]
我想听爸爸去哪儿的歌。	[IN:PLAYMUSIC 我想听[SL:ALBUM_NAME 爸爸去哪儿]的歌。]
你会唱一次就好吗？	[IN:PLAYMUSIC 你会唱[SL:SONG_NAME 一次就好]吗？]
明天天气情况怎么样	[IN:GETWEATHER [SL:DATE 明天]天气情况怎么样]
我要听优美旋律这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 优美旋律]这首歌。]
我想听吻得太逼真。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 吻得太逼真]。]
唱，唱感觉自己萌萌哒。	[IN:PLAYMUSIC 唱，唱[SL:SONG_NAME 感觉自己萌萌哒]。]
赵丽颖唱的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 赵丽颖]唱的歌]
广场舞曲	[IN:PLAYMUSIC [SL:SONG_TYPE 广场舞]曲]
你给我唱薛之谦的歌	[IN:PLAYMUSIC 你给我唱[SL:SINGER_NAME 薛之谦]的歌]
播放大	[IN:PLAYMUSIC 播放大]
arrow	[IN:PLAYMUSIC [SL:SONG_NAME arrow]]
听，绅士这首歌。	[IN:PLAYMUSIC 听，[SL:SONG_NAME 绅士]这首歌。]
我想听生日快乐	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 生日快乐]]
我要听胡66的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 胡66]的歌]
我不说话了,我要听音乐,谁说女子不如男。	[IN:PLAYMUSIC 我不说话了,我要听音乐,[SL:SONG_NAME 谁说女子不如男]。]
播放喜欢你	[IN:PLAYMUSIC 播放[SL:SONG_NAME 喜欢你]]
刘小兵我想听世上只有妈妈好。	[IN:PLAYMUSIC 刘小兵我想听[SL:SONG_NAME 世上只有妈妈好]。]
听小苹果	[IN:PLAYMUSIC 听[SL:SONG_NAME 小苹果]]
放一首好听的英文歌	[IN:PLAYMUSIC 放一首[SL:SONG_TYPE 好听]的[SL:SONG_LANGUAGE 英文]歌]
给我唱首好听的英文歌。	[IN:PLAYMUSIC 给我唱首[SL:SONG_TYPE 好听的英文歌]。]
残酷的温柔这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 残酷的温柔]这首歌。]
播放baby	[IN:PLAYMUSIC 播放[SL:SONG_NAME baby]]
唱梁静茹的歌	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 梁静茹]的歌]
奶奶的歌	[IN:PLAYMUSIC [SL:SONG_TYPE 奶奶]的歌]
在放一首365个祝福。	[IN:PLAYMUSIC 在放一首[SL:SONG_NAME 365个祝福]。]
来首刘德华的歌听听。	[IN:PLAYMUSIC 来首[SL:SINGER_NAME 刘德华]的歌听听。]
李白的诗	[IN:PLAYPOEM [SL:AUTHOR_NAME 李白]的诗]
收藏的儿歌	[IN:CONTROLSYSTEM 收藏的[SL:SONG_TYPE 儿歌]]
今天佛山天气怎么样	[IN:GETWEATHER [SL:DATE 今天][SL:LOCATION 佛山]天气怎么样]
我想听中文儿歌	[IN:PLAYMUSIC 我想听[SL:SONG_LANGUAGE 中文][SL:SONG_TYPE 儿歌]]
唐歌	[IN:PLAYMUSIC [SL:SONG_NAME 唐歌]]
周杰伦的歌会唱吗？	[IN:PLAYMUSIC [SL:SINGER_NAME 周杰伦]的歌会唱吗？]
我想听，tfboys唱的歌。	[IN:PLAYMUSIC 我想听，[SL:SINGER_NAME tfboys]唱的歌。]
我想听金刚经	[IN:PLAYPOEM 我想听[SL:POEM_NAME 金刚经]]
来一首最酷的歌。	[IN:PLAYMUSIC 来一首[SL:SONG_TYPE 最酷]的歌。]
播放快乐的小青蛙	[IN:PLAYMUSIC 播放[SL:SONG_NAME 快乐的小青蛙]]
搜索:初音	[IN:PLAYMUSIC 搜索:[SL:SINGER_NAME 初音]]
播放林俊杰的曙光	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林俊杰]的[SL:SONG_NAME 曙光]]
繁花	[IN:PLAYMUSIC [SL:SONG_NAME 繁花]]
来首圣诞歌	[IN:PLAYMUSIC 来首[SL:SONG_TYPE 圣诞歌]]
歌曲朋友。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 朋友]。]
我想听蒋龙的行者	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 蒋龙]的[SL:SONG_NAME 行者]]
点歌丑八怪。	[IN:PLAYMUSIC 点歌[SL:SONG_NAME 丑八怪]。]
一小时后提醒我	[IN:REMIND [SL:DATE 一小时]后提醒我]
你给我唱无颜女！！！	[IN:PLAYMUSIC 你给我唱[SL:SONG_NAME 无颜女]！！！]
请播放爸爸去哪儿了	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 爸爸去哪儿]了]
给我唱一首华晨宇的歌	[IN:PLAYMUSIC 给我唱一首[SL:SINGER_NAME 华晨宇]的歌]
我想听真心英雄这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 真心英雄]这首歌。]
我想听我很快乐。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我很快乐]。]
帮我查一下今天天气	[IN:GETWEATHER 帮我查一下[SL:DATE 今天]天气]
大约在冬季	[IN:PLAYMUSIC [SL:SONG_NAME 大约在冬季]]
唱栀子花开	[IN:PLAYMUSIC 唱[SL:SONG_NAME 栀子花开]]
我要听时间都去哪儿了？	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 时间都去哪儿了]？]
我想听格林童话	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 格林童话]]
放一首往后余生	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 往后余生]]
给我唱首摇篮曲！	[IN:PLAYMUSIC 给我唱首[SL:SONG_TYPE 摇篮曲]！]
我想听中国龙这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 中国龙]这首歌。]
我想听歌曲,祝你生日快乐!	[IN:PLAYMUSIC 我想听歌曲,[SL:SONG_NAME 祝你生日快乐]!]
我想听首梦驼铃。	[IN:PLAYMUSIC 我想听首[SL:SONG_NAME 梦驼铃]。]
唱周杰伦的《听妈妈的话》	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 周杰伦]的《[SL:SONG_NAME 听妈妈的话]》]
我要听彼得兔和他的朋友们	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 彼得兔和他的朋友们]]
我想听dj串烧歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE dj串烧歌曲]。]
我想听南宫嘉骏;姜玉阳的回忆总想哭	[IN:PLAYMUSIC 我想听南宫嘉骏;[SL:SINGER_NAME 姜玉阳]的[SL:SONG_NAME 回忆总想哭]]
播放经典歌曲	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 经典]歌曲]
请播放知否知否应是绿肥红瘦	[IN:PLAYMUSIC 请播放[SL:MOVIE_NAME 知否知否应是绿肥红瘦]]
唱 faded	[IN:PLAYMUSIC 唱 [SL:SONG_NAME faded]]
我想听莫文蔚的阴天	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 莫文蔚]的[SL:SONG_NAME 阴天]]
好,我要听一首英文歌曲。	[IN:PLAYMUSIC 好,我要听一首[SL:SONG_TYPE 英文歌曲]。]
想听儿童故事	[IN:PLAYFMSTORY 想听[SL:STORY_TAG 儿童]故事]
小魔仙的歌我要听宠爱。	[IN:PLAYMUSIC 小魔仙的歌我要听[SL:SONG_NAME 宠爱]。]
小狗唱一首小兔子乖乖。	[IN:PLAYMUSIC 小狗唱一首[SL:SONG_NAME 小兔子乖乖]。]
播放一生有你	[IN:PLAYMUSIC 播放[SL:SONG_NAME 一生有你]]
我要听TWINS的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME TWINS]的歌]
鹿晗唱的诺言	[IN:PLAYMUSIC [SL:SINGER_NAME 鹿晗]唱的[SL:SONG_NAME 诺言]]
我想要听海底小纵队	[IN:PLAYMUSIC 我想要听[SL:MOVIE_NAME 海底小纵队]]
嘿嘿设一个三分钟的闹钟	[IN:REMIND 嘿嘿设一个[SL:DATE 三分钟]的闹钟]
我要听陈粒的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 陈粒]的歌]
我要听孙燕姿的《遇见》	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 孙燕姿]的《[SL:SONG_NAME 遇见]》]
我要听目不转睛	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 目不转睛]]
放歌分手就分手	[IN:PLAYMUSIC 放歌[SL:SONG_NAME 分手就分手]]
英语歌	[IN:PLAYMUSIC [SL:SONG_LANGUAGE 英语]歌]
你妈妈是谁呀	[IN:CHAT 你妈妈是谁呀]
来首喊麦	[IN:PLAYMUSIC 来首[SL:SONG_NAME 喊麦]]
播放大梦想家歌曲。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 大梦想家]歌曲。]
朱涛草莓	[IN:CHAT [SL:SINGER_NAME 朱涛][SL:SONG_NAME 草莓]]
唱一首生僻字	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 生僻字]]
播放后来	[IN:PLAYMUSIC 播放[SL:SONG_NAME 后来]]
歌曲逆战。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 逆战]。]
初音未来的歌曲	[IN:PLAYMUSIC [SL:SINGER_NAME 初音未来]的歌曲]
大海dj	[IN:PLAYMUSIC 大海[SL:SONG_TYPE dj]]
来一首中国人。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 中国人]。]
唱小星星	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小星星]]
李宇春的歌？	[IN:PLAYMUSIC [SL:SINGER_NAME 李宇春]的歌？]
我要听抒情歌曲。	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 抒情]歌曲。]
唱一首十五的月亮。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 十五的月亮]。]
给我唱一首小星星。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 小星星]。]
播放不能说的秘密	[IN:PLAYMUSIC 播放[SL:SONG_NAME 不能说的秘密]]
听言情相关的有声小说	[IN:PLAYFMFICTION 听言情相关的[SL:FICTION_TAG 有声]小说]
你唱首梁静茹的歌	[IN:PLAYMUSIC 你唱首[SL:SINGER_NAME 梁静茹]的歌]
歌词好吧	[IN:PLAYMUSIC 歌词[SL:SONG_NAME 好吧]]
我想听勇气。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 勇气]。]
你会唱薛之谦的演员吗	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 演员]吗]
我要听歌,荷塘月色。	[IN:PLAYMUSIC 我要听歌,[SL:SONG_NAME 荷塘月色]。]
播放喜欢	[IN:PLAYMUSIC 播放[SL:SONG_NAME 喜欢]]
给我唱rap。	[IN:PLAYMUSIC 给我唱[SL:SONG_TYPE rap]。]
我想听粉刷匠	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 粉刷匠]]
唱一首兵哥哥拉歌。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 兵哥哥]拉歌。]
站在草原望北京歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 站在草原望北京]歌曲。]
我要听爱丽丝梦游奇境	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 爱丽丝梦游奇境]]
给我唱一首好一朵美丽的茉莉花。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 好一朵美丽的茉莉花]。]
唱一首信乐团的	[IN:PLAYMUSIC 唱一首[SL:SINGER_NAME 信乐团]的]
明天会下雪吗	[IN:GETWEATHER [SL:DATE 明天]会下雪吗]
我要听爱丽丝梦游仙境	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 爱丽丝梦游仙境]]
搜索歌曲最炫民族风。	[IN:PLAYMUSIC 搜索歌曲[SL:SONG_NAME 最炫民族风]。]
鹿晗的歌有哪些	[IN:ASKKNOWLEDGE 鹿晗的歌有哪些]
播放薛之谦丑八怪	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 薛之谦][SL:SONG_NAME 丑八怪]]
痛仰乐队	[IN:PLAYMUSIC [SL:SINGER_NAME 痛仰乐队]]
我想听十五的月亮	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 十五的月亮]]
播放一人	[IN:PLAYMUSIC 播放[SL:SONG_NAME 一人]]
我要听周杰伦的发如雪	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 发如雪]]
我要听古诗	[IN:PLAYPOEM 我要听[SL:POEM_TAG 古诗]]
劲歌热舞	[IN:PLAYMUSIC [SL:SONG_NAME 劲歌热舞]]
给我播一首灰姑娘的故事	[IN:PLAYFMSTORY 给我播一首[SL:STORY_NAME 灰姑娘]的故事]
播放身骑白马	[IN:PLAYMUSIC 播放[SL:SONG_NAME 身骑白马]]
播放彩虹的约定	[IN:PLAYMUSIC 播放[SL:SONG_NAME 彩虹的约定]]
我要听多幸运。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 多幸运]。]
播放一首小星星	[IN:PLAYMUSIC 播放一首[SL:SONG_NAME 小星星]]
今天温度怎么样	[IN:GETWEATHER [SL:DATE 今天]温度怎么样]
来一首零点乐队的	[IN:PLAYMUSIC 来一首[SL:SINGER_NAME 零点乐队]的]
我要听中华传统美德故事	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 中华传统美德故事]]
独行侠	[IN:PLAYMUSIC [SL:SONG_NAME 独行侠]]
给我放一首,谢谢你。	[IN:PLAYMUSIC 给我放一首,[SL:SONG_NAME 谢谢你]。]
分手这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 分手]这首歌。]
学习雷锋好榜样	[IN:PLAYMUSIC [SL:SONG_NAME 学习雷锋好榜样]]
明天天气几度	[IN:GETWEATHER [SL:DATE 明天]天气几度]
周星驰的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 周星驰]的歌]
播放贺一航的请先说你好	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 贺一航]的[SL:SONG_NAME 请先说你好]]
我想听许嵩的	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 许嵩]的]
给我唱个世上只有妈妈好。	[IN:PLAYMUSIC 给我唱个[SL:SONG_NAME 世上只有妈妈好]。]
我想听忘情水这首歌，嘿嘿。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 忘情水]这首歌，嘿嘿。]
我想听星星泪，这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 星星泪]，这首歌。]
放一首英文儿歌	[IN:PLAYMUSIC 放一首[SL:SONG_LANGUAGE 英文][SL:SONG_TYPE 儿歌]]
我要听潇洒走一回。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 潇洒走一回]。]
李健的绽放	[IN:PLAYMUSIC [SL:SINGER_NAME 李健]的[SL:SONG_NAME 绽放]]
我要听丑小鸭的故事	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 丑小鸭]的故事]
我终于失去了你	[IN:PLAYFMFICTION [SL:FICTION_NAME 我终于失去了你]]
放首孙燕姿的歌	[IN:PLAYMUSIC 放首[SL:SINGER_NAME 孙燕姿]的歌]
播放祖国的花朵	[IN:PLAYMUSIC 播放[SL:SONG_NAME 祖国的花朵]]
放一首邓紫棋的歌	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 邓紫棋]的歌]
苏音主唱王俊凯	[IN:PLAYMUSIC 苏音主唱[SL:SINGER_NAME 王俊凯]]
我想听，我知道你。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 我知道你]。]
我想听奔跑这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 奔跑]这首歌。]
我想听王妃	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 王妃]]
播放王嘉尔巴比龙	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 王嘉尔][SL:SONG_NAME 巴比龙]]
说儿歌	[IN:PLAYMUSIC 说[SL:SONG_TYPE 儿歌]]
哥的歌	[IN:PLAYMUSIC 哥的歌]
沁园春雪	[IN:PLAYPOEM [SL:POEM_NAME 沁园春雪]]
播放李荣浩	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 李荣浩]]
播放音乐下一秒	[IN:PLAYMUSIC 播放音乐[SL:SONG_NAME 下一秒]]
我想听薛之谦的我好像在哪见过你	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 我好像在哪见过你]]
唱首摇篮曲给我听	[IN:PLAYMUSIC 唱首[SL:SONG_TYPE 摇篮曲]给我听]
我想听英语字母歌这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 英语字母歌]这首歌。]
我让你唱周杰伦的歌	[IN:PLAYMUSIC 我让你唱[SL:SINGER_NAME 周杰伦]的歌]
播放猴哥	[IN:PLAYMUSIC 播放[SL:SONG_NAME 猴哥]]
播放一首爱乐团的歌	[IN:PLAYMUSIC 播放一首[SL:SINGER_NAME 爱乐团]的歌]
播放胎教音乐	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 胎教]音乐]
智取威虎山	[IN:PLAYMUSIC [SL:SONG_NAME 智取威虎山]]
放一首凉凉	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 凉凉]]
播牌	[IN:PLAYMUSIC 播牌]
世上只有爸爸好	[IN:PLAYMUSIC [SL:SONG_NAME 世上只有爸爸好]]
放一首英文的歌。	[IN:PLAYMUSIC 放一首[SL:SONG_TYPE 英文]的歌。]
我要听张国荣	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 张国荣]]
嗯，请帮我搜索一下龙猫这首歌。	[IN:PLAYMUSIC 嗯，请帮我搜索一下[SL:SONG_NAME 龙猫]这首歌。]
嗯今天天气怎么样	[IN:GETWEATHER 嗯[SL:DATE 今天]天气怎么样]
今天深圳天气怎么样	[IN:GETWEATHER [SL:DATE 今天][SL:LOCATION 深圳]天气怎么样]
我想听听青春修炼手册。	[IN:PLAYMUSIC 我想听听[SL:SONG_NAME 青春修炼手册]。]
播放发烧音乐	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 发烧]音乐]
播放我的唇吻不到我最爱的人	[IN:PLAYMUSIC 播放[SL:SONG_NAME 我的唇吻不到我最爱的人]]
伤过的心	[IN:PLAYMUSIC [SL:SONG_NAME 伤过的心]]
我要听明月几时有？	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 明月几时有]？]
来一首沙漠骆驼	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 沙漠骆驼]]
播放林俊杰的无聊	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林俊杰]的[SL:SONG_NAME 无聊]]
播放李志天空之城	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 李志][SL:SONG_NAME 天空之城]]
你会唱许嵩的歌么？	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 许嵩]的歌么？]
播放熊出没	[IN:PLAYFMSTORY 播放[SL:STORY_NAME 熊出没]]
是冬夜初音啦	[IN:CHAT 是冬夜初音啦]
我说，我要听逆战。	[IN:PLAYMUSIC 我说，我要听[SL:SONG_NAME 逆战]。]
歌曲一笑倾城	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 一笑倾城]]
我想听贝加尔湖畔	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 贝加尔湖畔]]
喜欢小曲儿	[IN:PLAYMUSIC 喜欢[SL:SINGER_NAME 小曲儿]]
播放牵丝戏	[IN:PLAYMUSIC 播放[SL:SONG_NAME 牵丝戏]]
我想听踩踩踩	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 踩踩踩]]
请播放英文儿歌	[IN:PLAYMUSIC 请播放[SL:SONG_LANGUAGE 英文][SL:SONG_TYPE 儿歌]]
我要听要抱抱。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 要抱抱]。]
你会唱年轮吗？	[IN:PLAYMUSIC 你会唱[SL:SONG_NAME 年轮]吗？]
我要听论语	[IN:PLAYPOEM 我要听[SL:POEM_NAME 论语]]
歌曲呀大姐你知道我在等你吗？	[IN:PLAYMUSIC 歌曲呀大姐[SL:SONG_NAME 你知道我在等你吗]？]
新年好,歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 新年好],歌曲。]
播放一首李荣浩的作曲家	[IN:PLAYMUSIC 播放一首[SL:SINGER_NAME 李荣浩]的[SL:SONG_NAME 作曲家]]
那你给我唱有点甜！	[IN:PLAYMUSIC 那你给我唱[SL:SONG_NAME 有点甜]！]
你能为我推荐一些适合运动时听的歌吗	[IN:PLAYMUSIC 你能为我推荐一些适合[SL:SONG_TYPE 运动]时听的歌吗]
我想听泪满天。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 泪满天]。]
放首周杰伦的歌	[IN:PLAYMUSIC 放首[SL:SINGER_NAME 周杰伦]的歌]
听新年好的歌。	[IN:PLAYMUSIC 听[SL:SONG_NAME 新年好]的歌。]
我想听邓丽君的我一见你就笑	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 邓丽君]的[SL:SONG_NAME 我一见你就笑]]
给我唱首大梦想家吧！	[IN:PLAYMUSIC 给我唱首[SL:SONG_NAME 大梦想家]吧！]
三国	[IN:PLAYMUSIC [SL:SONG_NAME 三国]]
歌曲感恩的心。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 感恩的心]。]
神兽金刚	[IN:PLAYMUSIC [SL:SONG_NAME 神兽金刚]]
播放马丁	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 马丁]]
放一首学猫叫	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 学猫叫]]
播放音乐女人	[IN:PLAYMUSIC 播放音乐[SL:SONG_NAME 女人]]
我要听父亲的歌曲	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 父亲]的歌曲]
我想听自由自在。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 自由自在]。]
时间煮雨	[IN:PLAYMUSIC [SL:SONG_NAME 时间煮雨]]
给我讲个萌娃戏剧的成语故事	[IN:PLAYFMSTORY 给我讲个萌娃戏剧的[SL:STORY_TAG 成语]故事]
.忘情水歌曲	[IN:PLAYMUSIC .[SL:SONG_NAME 忘情水]歌曲]
我要听财神到。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 财神到]。]
播放葫芦娃。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 葫芦娃]。]
明天六点叫我起床	[IN:REMIND [SL:DATE 明天六点]叫我[SL:EVENT 起床]]
歌手王麟。	[IN:PLAYMUSIC 歌手[SL:SINGER_NAME 王麟]。]
来一首那英的默！	[IN:PLAYMUSIC 来一首[SL:SINGER_NAME 那英]的默！]
播放莫言的红高粱	[IN:PLAYFMFICTION 播放[SL:AUTHOR_NAME 莫言]的[SL:FICTION_NAME 红高粱]]
